"institution","id","type","doi","publisher","container_type","container_title","container_volume","container_firstPage","container_identifier","container_identifierType","container_lastPage","publicationYear","language","ris","bibtex","citeproc","schemaOrg","resourceType","resourceTypeGeneral","version","url","metadataVersion","schemaVersion","source","isActive","state","reason","viewCount","downloadCount","referenceCount","citationCount","partCount","partOfCount","versionCount","versionOfCount","created","registered","published","updated","data_id","data_type","container_issue"
"Virginia Tech","10.5061/dryad.17gk0","dois","10.5061/dryad.17gk0","Dryad",NA,NA,NA,NA,NA,NA,NA,2013,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.17gk0",26,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,235,58,1,2,2,0,0,0,"2012-06-20T17:33:33Z","2012-06-20T17:33:32Z",NA,"2022-05-31T23:55:00Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.6c7v5","dois","10.5061/dryad.6c7v5","Dryad",NA,NA,NA,NA,NA,NA,NA,2012,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.6c7v5",15,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,105,43,1,1,3,0,0,0,"2012-11-14T15:36:16Z","2012-11-14T15:36:16Z",NA,"2022-06-01T01:28:22Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.hk2v3","dois","10.5061/dryad.hk2v3","Dryad",NA,NA,NA,NA,NA,NA,NA,2013,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.hk2v3",15,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,113,29,1,1,2,0,0,0,"2013-02-28T15:22:22Z","2013-02-28T15:22:23Z",NA,"2022-06-01T06:14:03Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.p3878","dois","10.5061/dryad.p3878","Dryad",NA,NA,NA,NA,NA,NA,NA,2013,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.p3878",23,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,124,42,1,1,3,0,0,0,"2013-08-08T17:14:57Z","2013-08-08T17:14:58Z",NA,"2022-06-01T01:36:40Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.112cs","dois","10.5061/dryad.112cs","Dryad",NA,NA,NA,NA,NA,NA,NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.112cs",19,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,80,7,1,1,1,0,0,0,"2013-11-22T18:30:07Z","2013-11-22T18:30:08Z",NA,"2022-06-01T20:05:18Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.hb87k","dois","10.5061/dryad.hb87k","Dryad",NA,NA,NA,NA,NA,NA,NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.hb87k",15,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,113,21,1,1,1,0,0,0,"2013-12-10T16:40:55Z","2013-12-10T16:40:57Z",NA,"2022-06-01T11:43:40Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.1p888","dois","10.5061/dryad.1p888","Dryad",NA,NA,NA,NA,NA,NA,NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.1p888",24,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,49,5,1,1,1,0,0,0,"2014-03-19T17:11:16Z","2014-03-19T17:11:17Z",NA,"2022-05-31T19:52:49Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.7sb0f","dois","10.5061/dryad.7sb0f","Dryad",NA,NA,NA,NA,NA,NA,NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.7sb0f",22,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,135,25,2,2,4,0,0,0,"2014-04-15T19:22:46Z","2014-04-15T19:22:47Z",NA,"2022-05-31T20:28:31Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.j248q","dois","10.5061/dryad.j248q","Dryad",NA,NA,NA,NA,NA,NA,NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.j248q",20,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,317,90,1,1,6,0,0,0,"2014-04-16T19:44:13Z","2014-04-16T19:44:15Z",NA,"2022-06-01T09:55:51Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.8t581","dois","10.5061/dryad.8t581","Dryad",NA,NA,NA,NA,NA,NA,NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.8t581",18,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,36,5,1,1,1,0,0,0,"2014-07-10T15:19:00Z","2014-07-10T15:19:01Z",NA,"2022-06-01T13:26:59Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.0v6f8","dois","10.5061/dryad.0v6f8","Dryad",NA,NA,NA,NA,NA,NA,NA,2014,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.0v6f8",17,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,184,115,1,1,5,0,0,0,"2014-09-03T15:17:49Z","2014-09-03T15:17:50Z",NA,"2022-06-01T04:07:04Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.f4114","dois","10.5061/dryad.f4114","Dryad",NA,NA,NA,NA,NA,NA,NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.f4114",15,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,374,75,1,1,4,0,0,0,"2014-10-03T19:38:19Z","2014-10-03T19:38:20Z",NA,"2022-06-01T14:21:36Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.jv577","dois","10.5061/dryad.jv577","Dryad",NA,NA,NA,NA,NA,NA,NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.jv577",15,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,236,55,1,1,1,0,0,0,"2014-10-22T15:47:09Z","2014-10-22T15:47:10Z",NA,"2022-06-01T20:34:11Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.hc445","dois","10.5061/dryad.hc445","Dryad",NA,NA,NA,NA,NA,NA,NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.hc445",13,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,115,18,1,1,2,0,0,0,"2014-10-24T19:00:27Z","2014-10-24T19:00:28Z",NA,"2022-06-01T20:34:45Z","dryad.dryad","clients",NA
"Virginia Tech","10.5061/dryad.b91t7","dois","10.5061/dryad.b91t7","Dryad",NA,NA,NA,NA,NA,NA,NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.b91t7",17,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,97,12,1,1,4,0,0,0,"2015-01-20T22:02:20Z","2015-01-20T22:02:22Z",NA,"2022-06-01T20:43:28Z","dryad.dryad","clients",NA
"Virginia Tech","10.15787/vtt1mw2p","dois","10.15787/vtt1mw2p","Virginia Tech Transportation Institute",NA,NA,NA,NA,NA,NA,NA,2017,NA,"DATA","misc","dataset","Dataset","CSV Files with Kinematics Data, Clipped Forward Video, Clipped Rear Video, Excel File with Subsets of Driver Questionnaires","Dataset",NA,"https://dataverse.vtti.vt.edu/citation?persistentId=doi:10.15787/VTT1/ECXIU1",7,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2015-03-02T20:57:32Z","2015-03-02T20:57:33Z",NA,"2020-08-19T17:16:14Z","vt.vttidata","clients",NA
"Virginia Tech","10.5061/dryad.4736q","dois","10.5061/dryad.4736q","Dryad",NA,NA,NA,NA,NA,NA,NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.4736q",16,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,229,75,1,1,6,0,0,0,"2015-03-03T17:33:49Z","2015-03-03T17:33:50Z",NA,"2022-06-01T20:39:48Z","dryad.dryad","clients",NA
"Virginia Tech","10.15787/vtt1h590","dois","10.15787/vtt1h590","Virginia Tech Transportation Institute",NA,NA,NA,NA,NA,NA,NA,2017,NA,"DATA","misc","dataset","Dataset","Excel spreadsheet with event detail table from InSight (September 2014 release), MP4 forward video files for said events, CSV files with time series data for said events","Dataset",NA,"https://dataverse.vtti.vt.edu/citation?persistentId=doi:10.15787/VTT1/93LFTS",10,NA,NA,TRUE,"findable",NA,0,0,0,2,0,0,0,0,"2015-03-12T18:06:06Z","2015-03-12T18:06:08Z",NA,"2020-08-19T17:18:30Z","vt.vttidata","clients",NA
"Virginia Tech","10.5061/dryad.m3n87","dois","10.5061/dryad.m3n87","Dryad",NA,NA,NA,NA,NA,NA,NA,2015,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.m3n87",22,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,444,328,1,1,8,0,0,0,"2015-04-21T16:15:20Z","2015-04-21T16:15:22Z",NA,"2022-05-31T20:08:50Z","dryad.dryad","clients",NA
